text,label,sentiment,source,model
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",1,neutral,original,—
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",0,negative,original,—
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,2,positive,original,—
"Tech giant Microsoft announces the launch of its new cloud-based productivity suite 'Office 365 FYSE', targeting the educational sector globally.",1,neutral,synthetic,mistral:7b
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",1,neutral,original,—
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,1,neutral,original,—
This wood lacquered clock comes with a stripy hand-crocheted cover .,1,neutral,original,—
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,2,positive,original,—
Amazon announces the launch of a new logistics center in Dallas to support growing e-commerce operations.,1,neutral,synthetic,mistral:7b
Amazon announces the launch of a new sustainability initiative aimed at reducing carbon emissions in its global supply chain.,1,neutral,synthetic,mistral:7b
"Tesla Inc. announces the launch of its new electric semi-truck model, set to hit markets in 2023.",1,neutral,synthetic,mistral:7b
"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives .",1,neutral,original,—
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",1,neutral,original,—
Sales by Seppala diminished by 6 per cent .,0,negative,original,—
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",1,neutral,original,—
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,2,positive,original,—
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",2,positive,original,—
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,1,neutral,original,—
"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler .",1,neutral,original,—
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",1,neutral,original,—
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,2,positive,original,—
The phones are targeted at first time users in growth markets .,1,neutral,original,—
"LONDON ( AFX ) - Intertek Group PLC , a testing and inspection company , said its commercial and electrical division has bought Finland-based company Natlabs Oy from Etteplan Oyj for 1.3 mln eur in cash .",1,neutral,original,—
"Amazon announces the launch of a new cloud-based service for small businesses, set to debut in Q2 2023.",1,neutral,synthetic,mistral:7b
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",0,negative,original,—
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1,neutral,original,—
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0,negative,original,—
Shares of XYZ Corp plummeted 10% after missing Q2 earnings targets and issuing a profit warning for the rest of the year.,0,negative,synthetic,mistral:7b
The value of the total investment is about EUR 600mn .,1,neutral,original,—
The total value of these two contracts is over EUR 21 million .,1,neutral,original,—
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",2,positive,original,—
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",2,positive,original,—
The objective of the St. Petersburg office is first to boost the Company 's maintenance business .,1,neutral,original,—
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",2,positive,original,—
"Tech giant IBM announces a 6% revenue decline in Q3, missing analyst expectations and causing share prices to dip 5%.",0,negative,synthetic,mistral:7b
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,0,negative,original,—
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",1,neutral,original,—
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",1,neutral,original,—
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0,negative,original,—
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,2,positive,original,—
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,1,neutral,original,—
"Amazon reported a 20% year-over-year increase in Q4 revenues, exceeding analyst expectations.",2,positive,synthetic,mistral:7b
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",1,neutral,original,—
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,1,neutral,original,—
It will also strengthen Ruukki 's offshore business .,2,positive,original,—
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",2,positive,original,—
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",2,positive,original,—
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 .",0,negative,original,—
Shares in XYZ Corporation plummeted by 15% today following a disappointing Q3 earnings report and a subsequent profit warning.,0,negative,synthetic,mistral:7b
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,2,positive,original,—
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",1,neutral,original,—
Q2 profits at XYZ Corp miss expectations due to supply chain disruptions and increased raw material costs.,0,negative,synthetic,mistral:7b
The low capacity utilisation rate in steel production considerably increases the fixed costs per unit of steel produced .,0,negative,original,—
"In Finland , the five largest brands control 90 % of the beer market .",1,neutral,original,—
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,1,neutral,original,—
